68.0,6.0,88.0,4.0,0.65,14.0,1000.0,7.4,10.0,0.00372,1520.0,8.0,6
68.0,6.0,88.0,4.0,0.65,14.0,1000.0,12.93,10.0,0.00461,1525.0,8.0,2
68.0,7.0,87.0,6.0,0.65,14.0,950.0,4.1,10.0,0.00671,1525.0,8.0,4
68.0,8.0,87.0,6.0,0.65,14.0,950.0,5.36,10.0,0.00426,1526.0,8.0,2
68.0,8.0,87.0,8.0,0.65,14.0,950.0,8.1,10.0,0.0011,1525.0,8.0,4
68.0,8.0,87.0,8.0,0.65,14.0,950.0,8.93,10.0,0.00372,1526.0,8.0,6
68.0,8.0,87.0,8.0,0.65,14.0,950.0,4.2,10.0,0.0531,1525.0,8.0,4
68.0,8.0,87.0,8.0,0.65,14.0,950.0,5.1,10.0,0.0631,1526.0,8.0,4
68.0,8.0,87.0,8.0,0.65,14.0,950.0,7.1,10.0,0.0471,1526.0,9.0,6
68.0,8.0,87.0,8.0,0.65,14.0,950.0,8.15,10.0,0.0361,1520.0,8.0,6
68.0,8.0,87.0,8.0,0.65,14.0,950.0,9.1,10.0,0.0461,1523.0,9.0,6
67.0,8.0,86.0,9.0,0.65,14.0,950.0,9.9,10.0,0.00423,1525.0,8.0,2
68.0,8.0,87.0,8.0,0.65,14.0,950.0,10.6,10.0,0.00427,1525.0,8.0,4
68.0,8.0,86.0,8.0,0.65,14.0,950.0,8.1,10.0,0.00491,1525.0,9.0,2
68.0,8.0,87.0,8.0,0.65,14.0,950.0,9.1,10.0,0.00472,1525.0,8.0,6
68.0,8.0,85.0,8.0,0.65,14.0,950.0,10.0,10.0,0.00423,1520.0,9.0,6
68.0,8.0,87.0,8.0,0.65,14.0,1000.0,8.83,10.0,0.0047,1525.0,9.0,5
68.0,6.0,88.0,4.0,0.65,14.0,1000.0,9.87,10.0,0.00427,1523.0,8.0,4
68.0,8.0,87.0,8.0,0.65,14.0,1000.0,11.1,10.0,0.00433,1520.0,8.0,4
68.0,8.0,87.0,8.0,0.65,14.0,1000.0,4.05,10.0,0.00466,1525.0,10.0,0
68.0,5.0,88.0,3.0,0.6,15.0,950.0,5.5,10.0,0.00462,1522.0,9.0,6
68.0,9.0,85.0,8.0,0.6,15.0,950.0,6.42,10.0,0.00085,1520.0,9.0,4
68.0,8.0,85.0,8.0,0.6,15.0,950.0,8.08,10.0,0.00117,1522.0,9.0,6
68.0,8.0,85.0,8.0,0.6,15.0,950.0,9.05,10.0,0.00147,1521.0,10.0,6
68.0,4.0,88.0,4.0,0.6,15.0,950.0,10.0,10.0,0.00106,1521.0,9.0,6
68.0,5.0,88.0,3.0,0.6,15.0,950.0,10.8,10.0,0.00112,1522.0,8.0,6
68.0,5.0,88.0,3.0,0.6,15.0,950.0,11.8,10.0,0.00217,1521.0,8.0,6
68.0,6.0,88.0,4.0,0.6,15.0,950.0,4.75,10.0,0.0059,1522.0,8.0,4
68.0,8.0,87.0,8.0,0.6,15.0,950.0,5.63,10.0,0.00439,1521.0,8.0,7
68.0,8.0,85.0,8.0,0.6,15.0,950.0,6.63,10.0,0.00572,1520.0,8.0,6
68.0,8.0,86.0,8.0,0.6,15.0,950.0,8.23,10.0,0.000989,1520.0,8.0,6
66.0,7.0,87.0,9.0,0.6,15.0,950.0,9.08,10.0,0.000615,1520.0,8.0,6
67.0,8.0,87.0,8.0,0.6,15.0,950.0,10.0,10.0,0.00145,1521.0,8.0,6
68.0,8.0,87.0,8.0,0.6,15.0,950.0,10.78,10.0,0.00132,1520.0,8.0,6
68.0,8.0,85.0,8.0,0.6,15.0,950.0,11.68,10.0,0.0039,1521.0,7.0,6
68.0,8.0,87.0,8.0,0.6,15.0,950.0,4.7,10.0,0.0671,1520.0,8.0,6
68.0,6.0,88.0,8.0,0.7,16.0,950.0,5.8,10.0,0.00427,1521.0,9.0,2
65.0,7.0,86.0,8.0,0.6,15.0,950.0,6.7,10.0,0.0036,1522.0,9.0,6
68.0,8.0,87.0,8.0,0.6,15.0,950.0,7.5,10.0,0.00443,1521.0,8.0,6
68.0,5.0,88.0,4.0,0.6,15.0,950.0,9.16,10.0,0.00191,1520.0,9.0,6
68.0,8.0,87.0,8.0,0.65,14.0,950.0,7.1,10.0,0.00126,1521.0,10.0,6
67.0,8.0,87.0,8.0,0.65,15.0,950.0,10.0,10.0,0.0015,1522.0,9.0,4
68.0,8.0,87.0,8.0,0.6,15.0,950.0,10.9,10.0,0.00349,1522.0,9.0,4
68.0,8.0,87.0,8.0,0.6,15.0,950.0,11.7,10.0,0.0025,1523.0,9.0,2
68.0,6.0,86.0,5.0,0.65,14.0,950.0,4.0,10.0,0.00731,1522.0,8.0,7
68.0,8.0,87.0,8.0,0.6,15.0,950.0,5.0,10.0,0.00427,1521.0,8.0,6
68.0,8.0,87.0,8.0,0.6,15.0,950.0,6.0,10.0,0.00572,1520.0,9.0,2
68.0,6.0,87.0,8.0,0.6,15.0,950.0,8.15,10.0,0.00078,1520.0,9.0,6
68.0,8.0,87.0,8.0,0.6,15.0,950.0,9.4,10.0,0.00053,1520.0,9.0,2
67.0,8.0,87.0,9.0,0.6,15.0,950.0,10.47,10.0,0.00063,1523.0,9.0,6
68.0,6.0,88.0,4.0,0.65,14.0,950.0,11.53,10.0,0.00038,1522.0,8.0,6
68.0,8.0,87.0,8.0,0.65,14.0,950.0,4.1,10.0,0.00811,1522.0,9.0,4
68.0,8.0,86.0,6.0,0.65,14.0,950.0,5.2,10.0,0.00409,1523.0,9.0,6
68.0,8.0,87.0,8.0,0.6,15.0,950.0,7.55,10.0,0.00139,1522.0,9.0,6
68.0,8.0,87.0,8.0,0.65,14.0,950.0,8.62,10.0,0.00128,1523.0,9.0,2
68.0,7.0,87.0,6.0,0.65,14.0,950.0,9.73,10.0,0.000731,1523.0,9.0,4
68.0,8.0,87.0,8.0,0.65,14.0,950.0,11.0,10.0,0.000972,1522.0,9.0,6
68.0,8.0,88.0,8.0,0.65,14.0,950.0,12.0,10.0,0.000721,1521.0,9.0,5
68.0,8.0,85.0,8.0,0.7,16.0,950.0,5.0,10.0,0.00712,1520.0,9.0,4
68.0,5.0,86.0,8.0,0.65,14.0,950.0,8.83,10.0,0.00426,1522.0,9.0,6
68.0,8.0,87.0,9.0,0.65,14.0,950.0,6.0,10.0,0.00468,1520.0,9.0,6
68.0,6.0,86.0,8.0,0.65,15.0,950.0,7.0,10.0,0.00492,1521.0,9.0,4
67.0,7.0,86.0,6.0,0.65,14.0,950.0,9.8,10.0,0.000659,1520.0,10.0,6
68.0,8.0,87.0,8.0,0.6,15.0,950.0,10.7,10.0,0.0011,1521.0,9.0,2
68.0,5.0,88.0,4.0,0.6,15.0,950.0,11.66,10.0,0.00269,1522.0,10.0,4
68.0,8.0,87.0,8.0,0.6,15.0,950.0,4.6,10.0,0.00561,1522.0,8.0,2
68.0,6.0,88.0,4.0,0.65,14.0,950.0,11.16,10.0,0.00422,1523.0,9.0,6
68.0,9.0,87.0,8.0,0.65,14.0,950.0,12.0,10.0,0.00327,1526.0,9.0,4
68.0,8.0,87.0,8.0,0.65,14.0,950.0,12.7,10.0,0.00372,1520.0,8.0,4
68.0,8.0,86.0,8.0,0.65,14.0,950.0,10.0,10.0,0.00426,1520.0,9.0,0
68.0,8.0,85.0,8.0,0.65,14.0,950.0,11.25,10.0,0.0041,1521.0,9.0,4
68.0,8.0,85.0,8.0,0.6,15.0,950.0,4.1,10.0,0.00531,1523.0,9.0,6
68.0,8.0,87.0,8.0,0.65,14.0,950.0,5.3,10.0,0.0045,1520.0,9.0,6
68.0,6.0,88.0,5.0,0.65,14.0,950.0,6.5,10.0,0.00427,1520.0,9.0,6
68.0,8.0,86.0,8.0,0.65,14.0,950.0,7.5,10.0,0.00081,1520.0,9.0,7
68.0,8.0,87.0,8.0,0.65,14.0,950.0,8.67,10.0,0.00158,1520.0,9.0,4
68.0,9.0,87.0,8.0,0.65,14.0,950.0,9.3,10.0,0.00592,1523.0,9.0,6
68.0,8.0,86.0,6.0,0.65,14.0,950.0,10.2,10.0,0.00526,1520.0,9.0,4
68.0,6.0,88.0,4.0,0.65,15.0,950.0,11.12,9.0,0.00259,1520.0,9.0,6
68.0,8.0,87.0,8.0,0.6,15.0,950.0,12.17,10.0,0.00426,1520.0,9.0,6
68.0,8.0,87.0,8.0,0.65,14.0,950.0,4.38,10.0,0.00672,1520.0,9.0,2
68.0,6.0,88.0,4.0,0.65,14.0,950.0,5.4,10.0,0.00324,1520.0,9.0,6
68.0,6.0,88.0,4.0,0.65,14.0,950.0,6.6,10.0,0.0021,1520.0,9.0,2
68.0,8.0,85.0,8.0,0.65,14.0,950.0,7.75,10.0,0.00379,1520.0,9.0,4
