68.0,8.0,85.0,8.0,0.7,15.0,950.0,5.36,10.0,0.00025,1520.0,9.0,2
68.0,8.0,85.0,8.0,0.7,15.0,950.0,6.67,10.0,0.000247,1520.0,8.0,6
68.0,8.0,87.0,8.0,0.7,15.0,950.0,8.83,10.0,0.000246,1520.0,9.0,4
68.0,8.0,87.0,8.0,0.7,15.0,950.0,10.1,10.0,0.000274,1520.0,8.0,6
68.0,8.0,85.0,8.0,0.7,15.0,950.0,13.47,10.0,0.000268,1521.0,8.0,6
68.0,8.0,85.0,8.0,0.7,16.0,950.0,10.1,10.0,0.037,1520.0,10.0,5
68.0,8.0,87.0,8.0,0.7,16.0,950.0,12.03,10.0,0.037,1520.0,10.0,6
68.0,5.0,86.0,8.0,0.7,16.0,950.0,13.47,10.0,0.000271,1520.0,9.0,2
68.0,8.0,85.0,8.0,0.7,16.0,950.0,7.45,10.0,0.00035,1520.0,7.0,7
68.0,8.0,86.0,8.0,0.7,16.0,950.0,9.08,10.0,0.000257,1528.0,9.0,6
68.0,8.0,85.0,8.0,0.7,15.0,950.0,5.6,10.0,0.000237,1520.0,8.0,4
68.0,8.0,85.0,8.0,0.7,15.0,950.0,9.38,10.0,0.000276,1520.0,9.0,4
68.0,8.0,87.0,8.0,0.6,15.0,950.0,4.5,10.0,0.00692,1520.0,9.0,6
67.0,8.0,87.0,8.0,0.6,15.0,950.0,5.6,10.0,0.00281,1520.0,10.0,5
68.0,5.0,86.0,6.0,0.6,15.0,950.0,6.65,10.0,0.0021,1520.0,8.0,6
68.0,8.0,87.0,8.0,0.6,15.0,950.0,8.7,10.0,0.00431,1521.0,8.0,6
68.0,8.0,87.0,8.0,0.65,15.0,950.0,10.13,10.0,0.00471,1520.0,9.0,6
68.0,8.0,87.0,8.0,0.6,15.0,950.0,11.07,10.0,0.00086,1520.0,9.0,7
68.0,8.0,87.0,8.0,0.6,15.0,950.0,12.3,10.0,0.00126,1520.0,9.0,5
68.0,8.0,87.0,8.0,0.6,15.0,950.0,13.2,10.0,0.00271,1520.0,9.0,6
68.0,8.0,87.0,8.0,0.6,15.0,950.0,4.9,10.0,0.00631,1520.0,10.0,4
68.0,8.0,87.0,8.0,0.65,15.0,950.0,5.9,10.0,0.00572,1520.0,10.0,6
67.0,9.0,88.0,8.0,0.6,15.0,950.0,6.7,10.0,0.00417,1520.0,10.0,7
68.0,7.0,87.0,8.0,0.6,15.0,950.0,9.0,10.0,0.00079,1520.0,10.0,6
68.0,8.0,87.0,8.0,0.6,15.0,950.0,10.0,10.0,0.0012,1520.0,10.0,6
68.0,6.0,88.0,8.0,0.6,15.0,950.0,11.85,10.0,0.00471,1520.0,10.0,5
68.0,5.0,88.0,3.0,0.6,15.0,950.0,4.5,10.0,0.0075,1521.0,10.0,4
68.0,8.0,87.0,8.0,0.6,15.0,950.0,5.6,10.0,0.00431,1520.0,9.0,6
68.0,8.0,87.0,9.0,0.6,15.0,950.0,6.5,10.0,0.000681,1520.0,10.0,6
68.0,8.0,85.0,8.0,0.6,15.0,950.0,10.0,10.0,0.00064,1520.0,10.0,4
68.0,8.0,85.0,8.0,0.6,15.0,950.0,11.1,10.0,0.0005,1520.0,9.0,6
68.0,8.0,87.0,8.0,0.6,15.0,950.0,12.0,10.0,0.000572,1520.0,10.0,6
68.0,8.0,87.0,8.0,0.65,14.0,950.0,12.8,10.0,0.000472,1520.0,9.0,4
